"company_id","name"
"INE925Y01036","Godha Cabcon & Insulation Limited"
"INE03JT01014","Go Digit General Insurance Limited"
"INE850D01014","Godrej Agrovet Limited"
"INE102D01028","Godrej Consumer Products Limited"
"INE233A01035","Godrej Industries Limited"
"INE484J01027","Godrej Properties Limited"
"INE516K01024","Goenka Diamond and Jewels Limited"
"INE887G01027","Gokaldas Exports Limited"
"INE020J01029","Gokul Refoils and Solvent Limited"
"INE314T01025","Gokul Agro Resources Limited"
"INE973A01010","Golden Tobacco Limited"
"INE025B01025","Goldiam International Limited"
"INE805A01014","AION-TECH SOLUTIONS LIMITED"
"INE127I01024","Goodluck India Limited"
"INE0L9R01028","Gopal Snacks Limited"
"INE705X01026","Goyal Aluminiums Limited"
"INE177H01039","Godawari Power And Ispat limited"
"INE517F01014","Gujarat Pipavav Port Limited"
"INE486R01017","GPT Healthcare Limited"
"INE390G01014","GPT Infraprojects Limited"
"INE101D01020","Granules India Limited"
"INE371A01025","Graphite India Limited"
"INE047A01021","Grasim Industries Limited"
"INE024L01027","Gravita India Limited"
"INE224A01026","Greaves Cotton Limited"
"INE544R01021","Greenlam Industries Limited"
"INE08ZM01014","Greenpanel Industries Limited"
"INE461C01038","Greenply Industries Limited"
"INE999K01014","Orient Green Power Company Limited"
"INE536A01023","Grindwell Norton Limited"
"INE201P01022","G R Infraprojects Limited"
"INE192H01020","GRM Overseas Limited"
"INE646C01018","The Grob Tea Company Limited"
"INE137I01015","GRP Limited"
"INE382Z01011","Garden Reach Shipbuilders & Engineers Limited"
"INE291A01017","Garware Hi-Tech Films Limited"
"INE026A01025","Gujarat State Fertilizers & Chemicals Limited"
"INE0JSX01015","Global Surfaces Limited"
"INE246F01010","Gujarat State Petronet Limited"
"INE871H01011","GSS Infotech Limited"
"INE586X01012","G-TEC JAINX EDUCATION LIMITED"
"INE043A01012","GTL Limited"
"INE221H01019","GTL Infrastructure Limited"
"INE869I01013","GTPL Hathway Limited"
"INE742B01025","Gufic Biosciences Limited"
"INE186A01019","Gujarat Alkalies and Chemicals Limited"
"INE826C01016","Gujarat Apollo Industries Limited"
"INE844O01030","Gujarat Gas Limited"
"INE610B01024","Gujarat Raffia Industries Limited"
"INE942C01045","Gujarat Themis Biosyn Limited"
"INE635Q01029","Gulf Oil Lubricants India Limited"
"INE586G01017","GP Petroleums Limited"
"INE255D01024","Gulshan Polyols Limited"
"INE251H01024","GVK Power & Infrastructure Limited"
"INE382T01030","GVP Infotech Limited"
"INE200A01026","GE Vernova T&D India Limited"
"INE066F01020","Hindustan Aeronautics Limited"
"INE419U01012","Happiest Minds Technologies Limited"
"INE330T01021","Happy Forgings Limited"
"INE626Z01029","Hardwyn India Limited"
"INE00EV01017","Hariom Pipe Industries Limited"
"INE544A01019","Harrisons  Malayalam Limited"
"INE0JUS01029","Harsha Engineers International Limited"
"INE982F01036","Hathway Cable & Datacom Limited"
"INE473B01035","Hatsun Agro Product Limited"
"INE176B01034","Havells India Limited"
"INE293B01029","Sri Havisha Hospitality and Infrastructure Limited"
"INE292B01021","HBL Engineering Limited"
"INE550B01022","HB Stockholdings Limited"
"INE549A01026","Hindustan Construction Company Limited"
"INE075I01017","Healthcare Global Enterprises Limited"
"INE236A01020","HCL Infosystems Limited"
"INE860A01027","HCL Technologies Limited"
"INE127D01025","HDFC Asset Management Company Limited"
"INE040A01034","HDFC Bank Limited"
"INE795G01014","HDFC Life Insurance Company Limited"
"INE191I01012","Housing Development and Infrastructure Limited"
"INE759V01019","Heads UP Ventures Limited"
"INE558R01013","HEC Infra Projects Limited"
"INE545A01024","HEG Limited"
"INE578A01017","HeidelbergCement India Limited"
"INE0AJG01018","Hemisphere Properties India Limited"
"INE694N01015","Heranba Industries Limited"
"INE688E01024","Hercules Hoists Limited"
"INE978A01027","Heritage Foods Limited"
"INE158A01026","Hero MotoCorp Limited"
"INE782E01017","Hester Biosciences Limited"
"INE492A01029","Heubach Colorants India Limited"
"INE750M01017","Hexa Tradex Limited"
"INE093A01041","Hexaware Technologies Limited"
"INE548A01028","HFCL Limited"
"INE926X01010","H.G. Infra Engineering Limited"
"INE170I01016","Hinduja Global Solutions Limited"
"INE475B01022","Hikal Limited"
"INE788H01017","Hilton Metal Forging Limited"
"INE049A01027","Himatsingka Seide Limited"
"INE038A01020","Hindalco Industries Limited"
"INE310C01029","Hindustan Composites Limited"
"INE642Y01029","Hindcon Chemicals Limited"
"INE531E01026","Hindustan Copper Limited"
"INE253A01025","Hindustan Motors Limited"
"INE952A01022","Hindusthan National Glass & Industries Limited"
"INE345A01011","Hindustan Oil Exploration Company Limited"
"INE094A01015","Hindustan Petroleum Corporation Limited"
"INE030A01027","Hindustan Unilever Limited"
"INE05AN01011","Hindware Home Innovation Limited"
"INE267A01025","Hindustan Zinc Limited"
"INE835D01023","Hind Rectifiers Limited"
"INE598C01011","Hisar Metal Industries Limited"
"INE106T01025","Hi-Tech Pipes Limited"
"INE120D01012","Hitech Corporation Limited"
"INE127B01011","The Hi-Tech Gears Limited"
"INE461D01028","HLE Glascoat Limited"
"INE102A01024","HLV LIMITED"
"INE0ECP01024","HMA Agro Industries Limited"
"INE262A01018","HMT Limited"
"INE871K01015","Hindustan Media Ventures Limited"
"INE254N01026","Hindustan Foods Limited"
"INE481N01025","Home First Finance Company India Limited"
"INE0J5401028","Honasa Consumer Limited"
"INE671A01010","Honeywell Automation India Limited"
"INE634A01018","Honda India Power Products Limited"
"INE596H01014","HOV Services Limited"
"INE0GSL01024","HP Adhesives Limited"
"INE05X901010","Hindprakash Industries Limited"
"INE495S01016","HPL Electric & Power Limited"
"INE019C01026","Himadri Speciality Chemical Limited"
"INE501G01024","HT Media Limited"
"INE703H01016","Hubtown Limited"
"INE031A01017","Housing & Urban Development Corporation Limited"
"INE275B01026","Huhtamaki India Limited"
"INE965B01022","Hybrid Financial Services Limited"
"INE0V6F01027","Hyundai Motor India Limited"
"INE613B01010","ICDS Limited"
"INE520Y01019","Ice Make Refrigeration Limited"
"INE090A01021","ICICI Bank Limited"
"INE765G01017","ICICI Lombard General Insurance Company Limited"
"INE726G01019","ICICI Prudential Life Insurance Company Limited"
"INE483B01026","Indo Count Industries Limited"
"INE725G01011","ICRA Limited"
"INE008A01015","IDBI Bank Limited"
"INE669E01016","Vodafone Idea Limited"
"INE349Y01013","Ideaforge Technology Limited"
"INE092T01019","IDFC First Bank Limited"
"INE059901020","Indiabulls Enterprises Limited"
"INE022Q01020","Indian Energy Exchange Limited"
"INE076C01018","IFB Agro Industries Limited"
"INE559A01017","IFB Industries Limited"
"INE039A01010","IFCI Limited"
"INE133Y01011","IFGL Refractories Limited"
"INE188B01013","Igarashi Motors India Limited"
"INE0Q9301021","International Gemmological Institute (India) Limited"
"INE203G01027","Indraprastha Gas Limited"
"INE204A01010","IG Petrochemicals Limited"
"INE530B01024","IIFL Finance Limited"
"INE489L01022","IIFL Capital Services Limited"
"INE886A01014","Industrial Investment Trust Limited"
"INE0LOJ01019","IKIO Lighting Limited"
"INE115Q01022","Inventurus Knowledge Solutions Limited"
"INE369I01014","IL&FS Engineering and Construction Company Limited"
"INE975G01012","IL&FS Transportation Networks Limited"
"INE172N01012","Imagicaaworld Entertainment Limited"
"INE919H01018","Indian Metals & Ferro Alloys Limited"
"INE547E01014","India Motor Parts and Accessories Limited"
"INE691G01015","Impex Ferro Tech Limited"
"INE452L01012","INCREDIBLE INDUSTRIES LIMITED"
"INE841B01017","Indbank Merchant Banking Services Limited"
"INE065X01017","Indegene Limited"
"INE053A01029","The Indian Hotels Company Limited"
"INE383A01012","The India Cements Limited"
"INE560A01015","India Glycols Limited"
"INE933S01016","Indiamart Intermesh Limited"
"INE562A01011","Indian Bank"
"INE061A01014","Indian Card Clothing Company Limited"
"INE323C01030","Indian Hume Pipe Company Limited"
"INE922K01024","India Shelter Finance Corporation Limited"
"INE646L01027","InterGlobe Aviation Limited"
"INE09VQ01012","Indigo Paints Limited"
"INE092B01025","India Nippon Electricals Limited"
"INE760F01028","Indo Amines Limited"
"INE803D01021","Indo Borax & Chemicals Limited"
"INE873D01024","Indoco Remedies Limited"
"INE622H01018","Indo Farm Equipment Limited"
"INE156A01020","Indo Rama Synthetics (India) Limited"
"INE896L01010","IndoStar Capital Finance Limited"
"INE332H01014","Indo Tech Transformers Limited"
"INE337M01013","Indo Thai Securities Limited"
"INE250Z01010","Indo Us Biotech Limited"
"INE227G01018","Indowind Energy Limited"
"INE681B01017","Indraprastha Medical Corporation Limited"
"INE915B01019","Ind-Swift Laboratories Limited"
"INE788B01028","Ind-Swift Limited"
"INE611L01021","Indian Terrain Fashions Limited"
"INE095A01012","IndusInd Bank Limited"
"INE121J01017","Indus Towers Limited"
"INE483S01020","Infibeam Avenues Limited"
"INE344S01016","InfoBeans Technologies Limited"
"INE669A01022","Infomedia Press Limited"
"INE009A01021","Infosys Limited"
"INE177A01018","Ingersoll Rand (India) Limited"
"INE0DUT01020","Innova Captab Limited"
"INE403Y01018","Innovana Thinklabs Limited"
"INE510W01014","Inox Green Energy Services Limited"
"INE616N01034","INOX India Limited"
"INE066P01011","Inox Wind Limited"
"INE070I01018","Insecticides (India) Limited"
"INE020G01017","Inspirisys Solutions Limited"
"INE306R01017","Intellect Design Arena Limited"
"INE781A01025","Intense Technologies Limited"
"INE00M901018","Interarch Building Products Limited"
"INE575C01027","International Conveyors Limited"
"INE878H01024","Inventure Growth & Securities Limited"
"INE565A01014","Indian Overseas Bank"
"INE242A01010","Indian Oil Corporation Limited"
"INE485C01029","IOL Chemicals and Pharmaceuticals Limited"
"INE570A01022","ION Exchange (India) Limited"
"INE571A01038","IPCA Laboratories Limited"
"INE0D6701023","India Pesticides Limited"
"INE821I01022","IRB Infrastructure Developers Limited"
"INE962Y01021","Ircon International Limited"
"INE335Y01020","Indian Railway Catering And Tourism Corporation Limited"
"INE202E01016","Indian Renewable Energy Development Agency Limited"
"INE053F01010","Indian Railway Finance Corporation Limited"
"INE864K01010","Iris Business Services Limited"
"INE01GN20017","Iris Clothings Limited-RE"
"INE01GN01025","Iris Clothings Limited"
"INE07U701015","IRM Energy Limited"
"INE566K01011","Intrasoft Technologies Limited"
"INE858B01029","Isgec Heavy Engineering Limited"
"INE561M01018","Ishan Dyes and Chemicals Limited"
"INE154A01025","ITC Limited"
"INE379A01028","ITC Hotels Limited"
"INE353K01014","India Tourism Development Corporation Limited"
"INE686A01026","ITD Cementation India Limited"
"INE248A01017","ITI Limited"
"INE050B01023","IL&FS Investment Managers Limited"
"INE043C01018","IVP Limited"
"INE0FLR01028","Inox Wind Energy Limited"
"INE0HV901016","Le Travenues Technology Limited"
"INE848A01014","IZMO Limited"
"INE168A01041","The Jammu & Kashmir Bank Limited"
"INE199G01027","Jagran Prakashan Limited"
"INE048B01035","Jagsonpal Pharmaceuticals Limited"
"INE091G01026","Jai Balaji Industries Limited"
"INE070D01027","Jai Corp Limited"
"INE696V01013","Nandani Creation Limited"
"INE039C01032","Jamna Auto Industries Limited"
"INE039O01029","Jash Engineering Limited"
"INE785A01026","Jayant Agro Organics Limited"
"INE571B01036","Jay Bharat Maruti Limited"
"INE854B01010","Jayaswal Neco Industries Limited"
"INE364A01020","Jayshree Tea & Industries Limited"
"INE572A01036","JB Chemicals & Pharmaceuticals Limited"
"INE927D01051","JBM Auto Limited"
"INE782A01015","Johnson Controls - Hitachi Air Conditioning India Limited"
"INE982V01025","Jet Freight Logistics Limited"
"INE0MB501011","J.G.Chemicals Limited"
"INE544H01014","JHS Svendgaard Laboratories Limited"
"INE796G01012","Jindal Photo Limited"
"INE197D01010","Jindal Poly Films Limited"
"INE324A01032","Jindal Saw Limited"
"INE749A01030","Jindal Steel & Power Limited"
"INE742C01031","Jindal Drilling And Industries Limited"
"INE247D01039","Jindal Worldwide Limited"
"INE758E01017","Jio Financial Services Limited"
"INE863T01013","JITF Infralogistics Limited"
"INE823G01014","JK Cement Limited"
"INE576I01022","J.Kumar Infraprojects Limited"
"INE786A01032","JK Lakshmi Cement Limited"
"INE789E01012","JK Paper Limited"
"INE573A01042","JK Tyre & Industries Limited"
"INE682M01012","Jupiter Life Line Hospitals Limited"
"INE412C01023","Jullundur Motor Agency (Delhi) Limited"
"INE780C01023","JM Financial Limited"
"INE0OAF01028","JNK India Limited"
"INE839G01010","Jocil Limited"
"INE455F01025","Jaiprakash Associates Limited"
"INE147P01019","Jindal Poly Investment and Finance Company Limited"
"INE351F01018","Jaiprakash Power Ventures Limited"
"INE953L01027","Jana Small Finance Bank Limited"
"INE220G01021","Jindal Stainless Limited"
"INE121E01018","JSW Energy Limited"
"INE824G01012","JSW Holdings Limited"
"INE880J01026","JSW Infrastructure Limited"
"INE019A01038","JSW Steel Limited"
"INE643A01035","Jtekt India Limited"
"INE391J01032","JTL INDUSTRIES LIMITED"
"INE03CC01015","Jubilant Agri and Consumer Products Limited"
"INE797F01020","Jubilant Foodworks Limited"
"INE0BY001018","Jubilant Ingrevia Limited"
"INE700A01033","Jubilant Pharmova Limited"
"INE696F01016","Juniper Hotels Limited"
"INE599M01018","Just Dial Limited"
"INE209L01016","Jupiter Wagons Limited"
"INE668F01031","Jyothy Labs Limited"
"INE980O01024","Jyoti CNC Automation Limited"
"INE197A01024","Jyoti Structures Limited"
"INE900B01029","Kabra Extrusion Technik Limited"
"INE217B01036","Kajaria Ceramics Limited"
"INE437B01014","Kakatiya Cement Sugar & Industries Limited"
"INE438K01021","Sai Silks (Kalamandir) Limited"
"INE610E01010","Kalyani Commercials Limited"
"INE314G01014","Kalyani Forge Limited"
"INE303R01014","Kalyan Jewellers India Limited"
"INE967C01018","Kamat Hotels (I) Limited"
"INE390H01020","Kamdhenu Limited"
"INE0BTI01037","Kamdhenu Ventures Limited"
"INE879E01037","Kanani Industries Limited"
"INE138C01024","Kanoria Chemicals & Industries Limited"
"INE694E01014","Kanpur Plastipack Limited"
"INE531A01024","Kansai Nerolac Paints Limited"
"INE542Z01028","Kapston Services Limited"
"INE725L01011","Karma Energy Limited"
"INE036D01028","Karur Vysya Bank Limited"
"INE234I01028","Kaushalya Infrastructure Development Corporation Limited"
"INE641C01019","Kavveri Telecom Products Limited"
"INE587G01015","Kaya Limited"
"INE918Z01012","Kaynes Technology India Limited"
"INE278R01034","KBC Global Limited"
"INE805C01028","KCP Limited"
"INE790B01024","KCP Sugar and Industries Corporation Limited"
"INE291D01011","KDDL Limited"
"INE389H01022","KEC International Limited"
"INE134B01017","Kirloskar Electric Company Limited"
"INE055C01020","DSJ Keep Learning Limited"
"INE878B01027","KEI Industries Limited"
"INE164B01022","Kellton Tech Solutions Limited"
"INE202H01019","Kernex Microsystems (India) Limited"
"INE087A01019","Kesoram Industries Limited"
"INE681C01015","Keynote Financial Services Limited"
"INE138Y01010","Kfin Technologies Limited"
"INE834I01025","Khadim India Limited"
"INE745B01028","Khaitan Chemicals & Fertilizers Limited"
"INE731C01018","Khaitan (India) Limited"
"INE060B01014","Khandwala Securities Limited"
"INE029L01018","Kalyani Investment Company Limited"
"INE729D01010","Kilitch Drugs (India) Limited"
"INE967H01025","Krishna Institute of Medical Sciences Limited"
"INE473D01015","Kingfa Science & Technology (India) Limited"
"INE880L01014","KIOCL Limited"
"INE415I01015","Kiri Industries Limited"
"INE732A01036","Kirloskar Brothers Limited"
"INE146L01010","Kirloskar Oil Engines Limited"
"INE250A01039","Kirloskar Industries Limited"
"INE811A01020","Kirloskar Pneumatic Company Limited"
"INE602G01020","Kitex Garments Limited"
"INE401H01017","Kewal Kiran Clothing Limited"
"INE0CJD01011","Knowledge Marine & Engineering Works Limited"
"INE157H01023","K.M.Sugar Mills Limited"
"INE634I01029","KNR Constructions Limited"
"INE080B01012","Kohinoor Foods Limited"
"INE760A01029","Kokuyo Camlin Limited"
"INE094I01018","Kolte - Patil Developers Limited"
"INE082A01010","Kopran Limited"
"INE237A01028","Kotak Mahindra Bank Limited"
"INE419A01022","Kothari Sugars And Chemicals Limited"
"INE720A01015","Kothari Petrochemicals Limited"
"INE823A01017","Kothari Products Limited"
"INE127T01021","K.P. Energy Limited"
"INE542W01025","KPI Green Energy Limited"
"INE220B01022","Kalpataru Projects International Limited"
"INE04I401011","KPIT Technologies Limited"
"INE930H01031","K.P.R. Mill Limited"
"INE268B01013","Krebs Biochemicals and Industries Limited"
"INE524L01026","Kridhan Infra Limited"
"INE506W01012","Krishana Phoschem Limited"
"INE479D01038","Kriti Industries (India) Limited"
"INE00Z501029","Kritika Wires Limited"
"INE798K01010","Kriti Nutrients Limited"
"INE0Q3J01015","KRN Heat Exchanger and Refrigeration Limited"
"INE0ATZ01017","Kronox Lab Sciences Limited"
"INE0O6601022","Kross Limited"
"INE08LI01020","Krsnaa Diagnostics Limited"
"INE0QN801017","Krystal Integrated Services Limited"
"INE999A01023","Ksb Limited"
"INE455I01029","Kaveri Seed Company Limited"
"INE013801027","Kshitij Polyline Limited"
"INE907A01026","Kalyani Steels Limited"
"INE0D6I01023","Ksolves India Limited"
"INE614B01018","The Karnataka Bank Limited"
"INE529I01021","Kuantum Papers Limited"
"INE548Z01017","Lagnam Spintex Limited"
"INE651C01018","Lakshmi Precision Screws Limited"
"INE740X01023","Lorenzini Apparels Limited"
"INE600L01024","Dr. Lal Path Labs Ltd."
"INE112F01022","Lambodhara Textiles Limited"
"INE572G01025","Lancor Holdings Limited"
"INE559R01029","Landmark Cars Limited"
"INE059D01020","La Opala RG Limited"
"INE670X01014","Lasa Supergenerics Limited"
"INE0I7C01011","Latent View Analytics Limited"
"INE262Z01023","Latteys Industries Limited"
"INE947Q01028","Laurus Labs Limited"
"INE801V01019","Laxmi Cotspin Limited"
"INE0WO601020","Laxmi Dental Limited"
"INE938A01021","LCC Infotech Limited"
"INE970X01018","Lemon Tree Hotels Limited"
"INE500X01013","Lexus Granito (India) Limited"
"INE850E01012","Lakshmi Finance & Industrial Corporation Limited"
"INE337A01034","LG Balakrishnan & Bros Limited"
"INE258Y01016","Laxmi Goldorna House Limited"
"INE908V01012","Libas Consumer Products Limited"
"INE557B01019","Liberty Shoes Limited"
"INE115A01026","LIC Housing Finance Limited"
"INE0J1Y01017","Life Insurance Corporation Of India"
"INE060901027","Likhitha Infrastructure Limited"
"INE802B01027","Linc Limited"
"INE405C01035","Lincoln Pharmaceuticals Limited"
"INE473A01011","Linde India Limited"
"INE093R01011","LLOYDS ENGINEERING WORKS LIMITED"
"INE080I01025","Lloyds Enterprises Limited"
"INE281B01032","Lloyds Metals And Energy Limited"
"INE269B01029","LMW Limited"
"INE670K01029","Macrotech Developers Limited"
"INE397H01017","Lokesh Machines Limited"
"INE846D01012","Lords Chloro Alkali Limited"
"INE947I01017","Lotus Eye Hospital and Institute Limited"
"INE597L01014","Lovable Lingerie Limited"
"INE970D01010","Loyal Textile Mills Limited"
"INE197J01017","Landmark Property Development Company Limited"
"INE018A01030","Larsen & Toubro Limited"
"INE498L01015","L&T Finance Limited"
"INE818H01020","LT Foods Limited"
"INE214T01019","LTIMindtree Limited"
"INE010V01017","L&T Technology Services Limited"
"INE162B01018","Lumax Industries Limited"
"INE872H01027","Lumax Auto Technologies Limited"
"INE326A01037","Lupin Limited"
"INE150G01020","Lux Industries Limited"
"INE576O01020","Laxmi Organic Industries Limited"
"INE933A01014","Lyka Labs Limited"
"INE142K01011","Lypsa Gems & Jewellery Limited"
"INE101A01026","Mahindra & Mahindra Limited"
"INE774D01024","Mahindra & Mahindra Financial Services Limited"
"INE215I01027","Maan Aluminium Limited"
"INE155Z01011","Macpower CNC Machines Limited"
"INE925C01016","Madhav Marbles and Granites Limited"
"INE378D01032","Madhucon Projects Limited"
"INE414A01015","Madras Fertilizers Limited"
"INE347W01011","Magadh Sugar & Energy Limited"
"INE387I01016","Magnum Ventures Limited"
"INE457A01014","Bank of Maharashtra"
"INE843B01013","Maha Rashtra Apex Corporation Limited"
"INE451L01014","Mahamaya Steel Industries Limited"
"INE215D01010","Mahindra EPC Irrigation Limited"
"INE263W01010","Maheshwari Logistics Limited"
"INE813A01018","Mahindra Lifespace Developers Limited"
"INE766P01016","Mahindra Logistics Limited"
"INE288A01013","Maharashtra Scooters Limited"
"INE271B01025","Maharashtra Seamless Limited"
"INE683C01011","Maithan Alloys Limited"
"INE389C01015","Mallcom (India) Limited"
"INE383H01017","Malu Paper Mills Limited"
"INE0TO701015","Mamata Machinery Limited"
"INE859Q01017","Manaksia Aluminium Company Limited"
"INE830Q01018","Manaksia Coated Metals & Industries Limited"
"INE015D01022","Manaksia Limited"
"INE824Q01011","Manaksia Steels Limited"
"INE201A01024","Manali Petrochemicals Limited"
"INE522D01027","Manappuram Finance Limited"
"INE939X01013","Manba Finance Limited"
"INE545L01039","Mangal Credit and Fincorp Limited"
"INE584F01014","Mangalam Drugs And Organics Limited"
"INE558B01017","Mangalore Chemicals & Fertilizers Limited"
"INE347A01017","Mangalam Cement Limited"
"INE993A01026","Man Industries (India) Limited"
"INE949H01023","Man Infraconstruction Limited"
"INE634S01028","Mankind Pharma Limited"
"INE784W01015","Manomay Tex India Limited"
"INE00VM01036","Manorama Industries Limited"
"INE370D01013","Mangalam Organics Limited"
"INE867A01022","Manugraph India Limited"
"INE825V01034","Vedant Fashions Limited"
"INE0BV301023","C.E. Info Systems Limited"
"INE882A01013","Maral Overseas Limited"
"INE182D01020","Marathon Nextgen Realty Limited"
"INE196A01026","Marico Limited"
"INE01JE01028","Marine Electricals (India) Limited"
"INE750C01026","Marksans Pharma Limited"
"INE00SZ01018","Marshall Machines Limited"
"INE585B01010","Maruti Suzuki India Limited"
"INE348L01012","MAS Financial Services Limited"
"INE885F01015","Mask Investments Limited"
"INE759A01021","Mastek Limited"
"INE677D01037","Master Trust Limited"
"INE866R01028","Matrimony.Com Limited"
"INE636A01039","Mawana Sugars Limited"
"INE03EI01018","Max Estates Limited"
"INE027H01010","Max Healthcare Institute Limited"
"INE0CG601016","Max India Limited"
"INE040D01038","Mayur Uniquoters Ltd"
"INE885E01042","Mazda Limited"
"INE249Z01020","Mazagon Dock Shipbuilders Limited"
"INE900L01010","Madhya Bharat Agro Products Limited"
"INE912H01013","MBL Infrastructure Limited"
"INE813V01022","Madhav Copper Limited"
"INE942G01012","Mcleod Russel India Limited"
"INE613C01026","Magellanic Cloud Limited"
"INE745G01035","Multi Commodity Exchange of India Limited"
"INE474Q01031","Global Health Limited"
"INE456Z01021","Medi Assist Healthcare Services Limited"
"INE646B01010","Medicamen Biotech Limited"
"INE630Y01024","Medico Remedies Limited"
"INE804L01022","Medplus Health Services Limited"
"INE933B01012","Megasoft Limited"
"INE00EM01016","Megastar Foods Limited"
"INE071D01033","Menon Bearings Limited"
"INE776I01010","MEP Infrastructure Developers Limited"
"INE317I01021","Metro Brands Limited"
"INE112L01020","Metropolis Healthcare Limited"
"INE0US801024","Mahalaxmi Fabric Mills Limited"
"INE180A01020","Max Financial Services Limited"
"INE0APB01032","Mangalam Global Enterprise Limited"
"INE112D01035","Mahalaxmi Rubtech Limited"
"INE998I01010","Mahindra Holidays & Resorts India Limited"
"INE287C01037","MIC Electronics Limited"
"INE099Z01011","Mishra Dhatu Nigam Limited"
"INE842C01021","Minda Corporation Limited"
"INE110B01017","Mindteck (India) Limited"
"INE831A01028","MIRC Electronics Limited"
"INE771A01026","Mirza International Limited"
"INE828O01033","MITCON Consultancy & Engineering Services Limited"
"INE997Y01027","Mittal Life Style Limited"
"INE964W01021","M K Proteins Limited"
"INE227C01017","MM Forgings Limited"
"INE511Y01018","MMP Industries Limited"
"INE123F01029","MMTC Limited"
"INE0HLU01028","One Mobikwik Systems Limited"
"INE832A01018","Modi Rubber Limited"
"INE737D01021","MODISON LIMITED"
"INE794W01014","Modern Threads (India) Limited"
"INE954E01012","Mohit Industries Limited"
"INE490G01020","MOIL Limited"
"INE514Y01020","Moksh Ornaments Limited"
"INE0CT101020","Meghmani Organics Limited"
"INE835B01035","Mold-Tek Technologies Limited"
"INE893J01029","Mold-Tek Packaging Limited"
"INE903D01011","Monarch Networth Capital Limited"
"INE950M01013","Monte Carlo Fashions Limited"
"INE161G01027","Morarjee Textiles Limited"
"INE083A01026","Morepen Laboratories Limited"
"INE935B01025","Moschip Technologies Limited"
"INE775A01035","Samvardhana Motherson International Limited"
"INE338I01027","Motilal Oswal Financial Services Limited"
"INE0FRK01020","Motisons Jewellers Limited"
"INE861B01023","The Motor & General Finance Limited"
"INE356A01018","MphasiS Limited"
"INE943D01017","MPS Limited"
"INE883A01011","MRF Limited"
"INE398B01018","MRO-TEK Realty Limited"
"INE103A01014","Mangalore Refinery and Petrochemicals Limited"
"INE752G01015","MSP Steel & Power Limited"
"INE255X01014","Mstc Limited"
"INE0FS801015","Motherson Sumi Wiring India Limited"
"INE864I01014","Mtar Technologies Limited"
"INE472M01018","MT Educare Limited"
"INE153A01019","Mahanagar Telephone Nigam Limited"
"INE08KJ01020","Mufin Green Finance Limited"
"INE220Q01020","Credo Brands Marketing Limited"
"INE304A01026","Mukand Limited"
"INE0CG401037","Mukka Proteins Limited"
"INE374B01019","Mukta Arts Limited"
"INE672B01032","Munjal Auto Industries Limited"
"INE577A01027","Munjal Showa Limited"
"INE692B01014","Murudeshwar Ceramics Limited"
"INE296G01013","Muthoot Capital Services Limited"
"INE414G01012","Muthoot Finance Limited"
"INE046W01019","Muthoot Microfin Limited"
"INE0KNT01012","Manoj Vaibhav Gems N Jewellers Limited"
"INE295D01020","NACL Industries Limited"
"INE454M01024","Nagarjuna Fertilizers and Chemicals Limited"
"INE245I01016","Nagreeka Capital & Infrastructure Limited"
"INE123B01028","Nagreeka Exports Limited"
"INE049I01012","Nahar Capital and Financial Services Limited"
"INE289A01011","Nahar Industrial Enterprises Limited"
"INE308A01027","Nahar Poly Films Limited"
"INE290A01027","Nahar Spinning Mills Limited"
"INE298J01013","Nippon Life India Asset Management Limited"
"INE117Z01011","Narmada Agrobase Limited"
"INE936B01015","Natural Capsules Limited"
"INE987B01026","Natco Pharma Limited"
"INE448G01010","Nath Bio-Genes (India) Limited"
"INE139A01034","National Aluminium Company Limited"
"INE663F01024","Info Edge (India) Limited"
"INE725A01030","NAVA LIMITED"
"INE048G01026","Navin Fluorine International Limited"
"INE278M01019","Navkar Corporation Limited"
"INE268H01036","Navkar Urbanstructure Limited"
"INE060A01024","Navneet Education Limited"
"INE418L01021","Nazara Technologies Limited"
"INE095N01031","NBCC (India) Limited"
"INE365I01020","N. B. I. Industrial Finance Company Limited"
"INE868B01028","NCC Limited"
"INE732C01016","NCL Industries Limited"
"INE756C01015","Naga Dhunseri Group Limited"
"INE875G01048","Nandan Denim Limited"
"INE353A01023","NDL Ventures Limited"
"INE07OG01012","Ndr Auto Components Limited"
"INE155G01029","New Delhi Television Limited"
"INE553C01016","North Eastern Carrying Corporation Limited"
"INE023H01027","Nectar Lifesciences Limited"
"INE189I01024","Nelcast Limited"
"INE045B01015","NELCO Limited"
"INE136S01016","Neogen Chemicals Limited"
"INE317F01035","Nesco Limited"
"INE239A01024","Nestle India Limited"
"INE0NT901020","Netweb Technologies India Limited"
"INE870H01013","Network18 Media & Investments Limited"
"INE794A01010","Neuland Laboratories Limited"
"INE619B01017","Newgen Software Technologies Limited"
"INE747B01016","Next Mediaworks Limited"
"INE870D01012","National Fertilizers Limited"
"INE236Y01012","Nakoda Group of Industries Limited"
"INE887E01022","NGL Fine-Chem Limited"
"INE410P01011","Narayana Hrudayalaya Ltd."
"INE848E01016","NHPC Limited"
"INE470Y01017","The New India Assurance Company Limited"
"INE149O01018","NIBE Limited"
"INE047O01014","NRB Industrial Bearings Limited"
"INE161A01038","NIIT Limited"
"INE342G01023","NIIT Learning Systems Limited"
"INE937C01029","Nila Infrastructures Limited"
"INE00S901012","Nila Spaces Limited"
"INE310A01015","Nilkamal Limited"
